03:30.980	ID:11	Broadcast recv from 9 of 9 with id 21
03:30.980	ID:12	Broadcast recv from 9 of 9 with id 21
03:30.982	ID:7	Broadcast message sent
03:30.982	ID:8	Broadcast message sent
03:30.982	ID:12	Broadcast message sent
03:30.982	ID:11	Broadcast message sent
03:30.982	ID:10	Broadcast message sent
03:40.956	ID:1	Send me a message
03:40.961	ID:8	Broadcast message sent 22
03:40.969	ID:12	Broadcast recv from 8 of 8 with id 22
03:40.969	ID:9	Broadcast recv from 8 of 8 with id 22
03:40.969	ID:10	Broadcast recv from 8 of 8 with id 22
03:40.969	ID:7	Broadcast recv from 8 of 8 with id 22
03:40.969	ID:11	Broadcast recv from 8 of 8 with id 22
03:40.971	ID:9	Broadcast message sent
03:40.971	ID:12	Broadcast message sent
03:40.971	ID:10	Broadcast message sent
03:40.971	ID:7	Broadcast message sent
03:40.971	ID:11	Broadcast message sent
03:50.956	ID:1	Send me a message
03:50.971	ID:4	Broadcast message sent 23
03:50.979	ID:2	Broadcast recv from 4 of 4 with id 23
03:50.979	ID:3	Broadcast recv from 4 of 4 with id 23
03:50.979	ID:6	Broadcast recv from 4 of 4 with id 23
03:50.979	ID:1	Broadcast recv from 4 of 4 with id 23
03:50.979	ID:5	Broadcast recv from 4 of 4 with id 23
03:50.981	ID:2	Broadcast message sent
03:50.981	ID:3	Broadcast message sent
03:50.981	ID:5	Broadcast message sent
03:50.981	ID:6	Broadcast message sent
03:50.981	ID:1	Broadcast message sent
03:50.987	ID:1	Send me a message
03:50.995	ID:2	Broadcast recv from 1 of 4 with id 23
03:50.995	ID:3	Broadcast recv from 1 of 4 with id 23
03:50.995	ID:4	Broadcast recv from 1 of 4 with id 23
03:50.995	ID:5	Broadcast recv from 1 of 4 with id 23
03:50.995	ID:6	Broadcast recv from 1 of 4 with id 23
03:50.997	ID:3	Broadcast message sent
03:50.997	ID:5	Broadcast message sent
03:50.997	ID:2	Broadcast message sent
03:50.997	ID:6	Broadcast message sent
04:00.988	ID:1	Send me a message
04:00.998	ID:6	Broadcast message sent 24
04:01.006	ID:1	Broadcast recv from 6 of 6 with id 24
04:01.006	ID:4	Broadcast recv from 6 of 6 with id 24
04:01.006	ID:2	Broadcast recv from 6 of 6 with id 24
04:01.006	ID:3	Broadcast recv from 6 of 6 with id 24
04:01.006	ID:5	Broadcast recv from 6 of 6 with id 24
04:01.009	ID:2	Broadcast message sent
04:01.009	ID:1	Broadcast message sent
04:01.009	ID:4	Broadcast message sent
04:01.009	ID:3	Broadcast message sent
04:01.009	ID:5	Broadcast message sent
04:01.015	ID:1	Send me a message
04:01.022	ID:4	Broadcast recv from 1 of 6 with id 24
04:01.022	ID:5	Broadcast recv from 1 of 6 with id 24
04:01.022	ID:6	Broadcast recv from 1 of 6 with id 24
04:01.022	ID:2	Broadcast recv from 1 of 6 with id 24
04:01.022	ID:3	Broadcast recv from 1 of 6 with id 24
04:01.025	ID:5	Broadcast message sent
04:01.025	ID:4	Broadcast message sent
04:01.025	ID:2	Broadcast message sent
04:01.025	ID:3	Broadcast message sent
04:11.011	ID:1	Send me a message
04:11.022	ID:3	Broadcast message sent 25
04:11.030	ID:1	Broadcast recv from 3 of 3 with id 25
04:11.030	ID:4	Broadcast recv from 3 of 3 with id 25
04:11.030	ID:5	Broadcast recv from 3 of 3 with id 25
04:11.030	ID:2	Broadcast recv from 3 of 3 with id 25
04:11.030	ID:6	Broadcast recv from 3 of 3 with id 25
04:11.032	ID:1	Broadcast message sent
04:11.032	ID:5	Broadcast message sent
04:11.032	ID:2	Broadcast message sent
04:11.032	ID:4	Broadcast message sent
04:11.032	ID:6	Broadcast message sent
04:11.038	ID:1	Send me a message
04:11.046	ID:4	Broadcast recv from 1 of 3 with id 25
04:11.046	ID:5	Broadcast recv from 1 of 3 with id 25
04:11.046	ID:3	Broadcast recv from 1 of 3 with id 25
04:11.046	ID:2	Broadcast recv from 1 of 3 with id 25
04:11.046	ID:6	Broadcast recv from 1 of 3 with id 25
04:11.049	ID:4	Broadcast message sent
04:11.049	ID:5	Broadcast message sent
04:11.049	ID:2	Broadcast message sent
04:11.049	ID:6	Broadcast message sent
04:21.034	ID:1	Send me a message
04:21.039	ID:8	Broadcast message sent 26
04:21.047	ID:12	Broadcast recv from 8 of 8 with id 26
04:21.047	ID:9	Broadcast recv from 8 of 8 with id 26
04:21.047	ID:10	Broadcast recv from 8 of 8 with id 26
04:21.047	ID:7	Broadcast recv from 8 of 8 with id 26
04:21.047	ID:11	Broadcast recv from 8 of 8 with id 26
04:21.050	ID:9	Broadcast message sent
04:21.050	ID:12	Broadcast message sent
04:21.050	ID:10	Broadcast message sent
04:21.050	ID:7	Broadcast message sent
04:21.050	ID:11	Broadcast message sent
04:31.034	ID:1	Send me a message
04:41.034	ID:1	Send me a message
04:41.040	ID:7	Broadcast message sent 27
04:41.048	ID:8	Broadcast recv from 7 of 7 with id 27
04:41.048	ID:10	Broadcast recv from 7 of 7 with id 27
04:41.048	ID:12	Broadcast recv from 7 of 7 with id 27
04:41.048	ID:9	Broadcast recv from 7 of 7 with id 27
04:41.048	ID:11	Broadcast recv from 7 of 7 with id 27
04:41.050	ID:10	Broadcast message sent
04:41.050	ID:8	Broadcast message sent
04:41.050	ID:9	Broadcast message sent
04:41.050	ID:12	Broadcast message sent
04:41.050	ID:11	Broadcast message sent
04:51.034	ID:1	Send me a message
